Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	GOSlim GOA Accession(s)	GOSlim GOA Description	HGNC symbol	Gene type
ENSG00000101306	31819308	31834689	1	GO:0005737	cytoplasm	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0030154	cell differentiation	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0006464	cellular protein modification process	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0006810	transport	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0007165	signal transduction	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0007267	cell-cell signaling	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0008150	biological_process	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0048856	anatomical structure development	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0003013	circulatory system process	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0003674	molecular_function	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0005575	cellular_component	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0043167	ion binding	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0005623	cell	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0005622	intracellular	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0016301	kinase activity	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0043226	organelle	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0005634	nucleus	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0007165	signal transduction	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0006464	cellular protein modification process	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0005737	cytoplasm	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0030154	cell differentiation	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0006810	transport	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0003674	molecular_function	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0008150	biological_process	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0048856	anatomical structure development	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0003013	circulatory system process	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0005623	cell	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0005622	intracellular	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0005575	cellular_component	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0043226	organelle	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0005634	nucleus	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0016301	kinase activity	MYLK2	protein_coding
ENSG00000101306	31819308	31834689	1	GO:0043167	ion binding	MYLK2	protein_coding
ENSG00000101255	362835	397559	1	GO:0009058	biosynthetic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0034641	cellular nitrogen compound metabolic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0008150	biological_process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0003674	molecular_function	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0000988	transcription factor activity, protein binding	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005634	nucleus	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005623	cell	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005622	intracellular	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005575	cellular_component	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0043167	ion binding	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0043226	organelle	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0030234	enzyme regulator activity	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005886	plasma membrane	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005829	cytosol	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0006629	lipid metabolic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0009056	catabolic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0006810	transport	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0008219	cell death	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0006950	response to stress	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0044281	small molecule metabolic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005737	cytoplasm	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0030154	cell differentiation	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0019899	enzyme binding	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0000988	transcription factor activity, protein binding	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0003674	molecular_function	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0006464	cellular protein modification process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0007165	signal transduction	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0009058	biosynthetic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0034641	cellular nitrogen compound metabolic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0008150	biological_process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0003674	molecular_function	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0000988	transcription factor activity, protein binding	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0016301	kinase activity	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0043167	ion binding	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0006464	cellular protein modification process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0009058	biosynthetic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0034641	cellular nitrogen compound metabolic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0008150	biological_process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0034641	cellular nitrogen compound metabolic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0044281	small molecule metabolic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0019899	enzyme binding	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0030154	cell differentiation	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0030234	enzyme regulator activity	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0006810	transport	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005730	nucleolus	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0009058	biosynthetic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0006629	lipid metabolic process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0000988	transcription factor activity, protein binding	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0003674	molecular_function	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0006464	cellular protein modification process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0008150	biological_process	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0043167	ion binding	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005623	cell	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005575	cellular_component	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005634	nucleus	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0016301	kinase activity	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005622	intracellular	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0043226	organelle	TRIB3	protein_coding
ENSG00000101255	362835	397559	1	GO:0005635	nuclear envelope	TRIB3	protein_coding
ENSG00000125841	346782	359660	1	GO:0005737	cytoplasm	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005886	plasma membrane	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0031410	cytoplasmic vesicle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0043226	organelle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0008150	biological_process	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0003674	molecular_function	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005575	cellular_component	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005623	cell	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005622	intracellular	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0031410	cytoplasmic vesicle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0043226	organelle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005737	cytoplasm	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005575	cellular_component	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005622	intracellular	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005623	cell	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005622	intracellular	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005623	cell	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005575	cellular_component	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005737	cytoplasm	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0031410	cytoplasmic vesicle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0043226	organelle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0031410	cytoplasmic vesicle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0043226	organelle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005737	cytoplasm	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005623	cell	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005575	cellular_component	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005622	intracellular	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0031410	cytoplasmic vesicle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0043226	organelle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005737	cytoplasm	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005623	cell	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005622	intracellular	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005575	cellular_component	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0003674	molecular_function	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005737	cytoplasm	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0031410	cytoplasmic vesicle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0043226	organelle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0008150	biological_process	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005886	plasma membrane	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005622	intracellular	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005623	cell	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005575	cellular_component	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0031410	cytoplasmic vesicle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0043226	organelle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005737	cytoplasm	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005623	cell	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005575	cellular_component	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005622	intracellular	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005737	cytoplasm	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0008150	biological_process	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0031410	cytoplasmic vesicle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0043226	organelle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005886	plasma membrane	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005575	cellular_component	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005623	cell	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005622	intracellular	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0003674	molecular_function	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005737	cytoplasm	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0031410	cytoplasmic vesicle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0043226	organelle	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005622	intracellular	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005623	cell	NRSN2	protein_coding
ENSG00000125841	346782	359660	1	GO:0005575	cellular_component	NRSN2	protein_coding
ENSG00000196476	270863	290778	-1	GO:0016491	oxidoreductase activity	C20orf96	protein_coding
ENSG00000196476	270863	290778	-1	GO:0008150	biological_process	C20orf96	protein_coding
ENSG00000196476	270863	290778	-1	GO:0003674	molecular_function	C20orf96	protein_coding
ENSG00000196476	270863	290778	-1	GO:0003674	molecular_function	C20orf96	protein_coding
ENSG00000196476	270863	290778	-1	GO:0016491	oxidoreductase activity	C20orf96	protein_coding
ENSG00000196476	270863	290778	-1	GO:0008150	biological_process	C20orf96	protein_coding
ENSG00000196476	270863	290778	-1	GO:0003674	molecular_function	C20orf96	protein_coding
ENSG00000196476	270863	290778	-1	GO:0008150	biological_process	C20orf96	protein_coding
ENSG00000196476	270863	290778	-1	GO:0016491	oxidoreductase activity	C20orf96	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0007005	mitochondrion organization	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0008219	cell death	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0003674	molecular_function	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0006464	cellular protein modification process	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0007165	signal transduction	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0008150	biological_process	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0003013	circulatory system process	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0042592	homeostatic process	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0031410	cytoplasmic vesicle	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0061024	membrane organization	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0005737	cytoplasm	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0007267	cell-cell signaling	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0043226	organelle	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0006810	transport	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0005829	cytosol	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0006091	generation of precursor metabolites and energy	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0005575	cellular_component	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0005623	cell	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0004871	signal transducer activity	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0016301	kinase activity	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0030234	enzyme regulator activity	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0005576	extracellular region	AVP	protein_coding
ENSG00000101200	3082556	3084724	-1	GO:0005622	intracellular	AVP	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0005622	intracellular	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0005575	cellular_component	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0005623	cell	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0003674	molecular_function	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0008150	biological_process	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0009790	embryo development	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0048646	anatomical structure formation involved in morphogenesis	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0048856	anatomical structure development	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0006810	transport	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0005737	cytoplasm	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0008283	cell proliferation	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0030705	cytoskeleton-dependent intracellular transport	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0043226	organelle	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0005815	microtubule organizing center	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0005856	cytoskeleton	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0007165	signal transduction	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0022607	cellular component assembly	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0043234	protein complex	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0051604	protein maturation	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0005929	cilium	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0005929	cilium	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0043226	organelle	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0006810	transport	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0008150	biological_process	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0030705	cytoskeleton-dependent intracellular transport	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0022607	cellular component assembly	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0043234	protein complex	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0005623	cell	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0005575	cellular_component	IFT52	protein_coding
ENSG00000101052	43590931	43647296	1	GO:0003674	molecular_function	IFT52	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005575	cellular_component	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0043167	ion binding	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005198	structural molecule activity	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005623	cell	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005622	intracellular	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0048856	anatomical structure development	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0002376	immune system process	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0003674	molecular_function	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0008150	biological_process	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0030154	cell differentiation	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0007155	cell adhesion	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005856	cytoskeleton	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0043226	organelle	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0043234	protein complex	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005829	cytosol	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0006950	response to stress	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005737	cytoplasm	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0008150	biological_process	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0003674	molecular_function	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0048856	anatomical structure development	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0002376	immune system process	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005575	cellular_component	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005622	intracellular	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0043167	ion binding	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005198	structural molecule activity	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005623	cell	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005737	cytoplasm	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0007155	cell adhesion	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0006950	response to stress	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0030154	cell differentiation	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005856	cytoskeleton	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0043226	organelle	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0043234	protein complex	MYL9	protein_coding
ENSG00000101335	36541484	36551447	1	GO:0005829	cytosol	MYL9	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005575	cellular_component	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005575	cellular_component	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005622	intracellular	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005623	cell	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005575	cellular_component	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0016192	vesicle-mediated transport	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005737	cytoplasm	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005794	Golgi apparatus	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0043226	organelle	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005773	vacuole	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005783	endoplasmic reticulum	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005768	endosome	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0031410	cytoplasmic vesicle	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0006810	transport	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0008150	biological_process	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0016192	vesicle-mediated transport	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0008150	biological_process	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0006810	transport	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005768	endosome	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0031410	cytoplasmic vesicle	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0043226	organelle	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005773	vacuole	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005783	endoplasmic reticulum	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005794	Golgi apparatus	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005737	cytoplasm	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005575	cellular_component	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005622	intracellular	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005623	cell	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0008150	biological_process	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0006810	transport	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005737	cytoplasm	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0016192	vesicle-mediated transport	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005794	Golgi apparatus	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0043226	organelle	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005773	vacuole	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005783	endoplasmic reticulum	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005768	endosome	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0031410	cytoplasmic vesicle	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005623	cell	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005622	intracellular	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005575	cellular_component	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005737	cytoplasm	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005794	Golgi apparatus	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005768	endosome	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0031410	cytoplasmic vesicle	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0043226	organelle	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005773	vacuole	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005783	endoplasmic reticulum	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0006810	transport	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0008150	biological_process	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0016192	vesicle-mediated transport	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005623	cell	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005575	cellular_component	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005622	intracellular	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0006810	transport	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0008150	biological_process	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0016192	vesicle-mediated transport	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005794	Golgi apparatus	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0031410	cytoplasmic vesicle	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0043226	organelle	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005773	vacuole	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005783	endoplasmic reticulum	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005768	endosome	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005737	cytoplasm	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005575	cellular_component	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005623	cell	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005622	intracellular	TMEM230	protein_coding
ENSG00000089063	5068232	5113103	-1	GO:0005623	cell	TMEM230	protein_coding
